Smiles,Molecule ChEMBL ID,pChEMBL Value,Molecular Weight,AlogP,#RO5 Violations,Document Year,Source Description,Time_hr,Source_Type,Journal
Cc1cccc(COc2ccc3c(c2)OC(C)(C)CC3=O)c1,CHEMBL3740583,7.007358130121602,296.37,4.32,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1cccc(COc2ccc3c(c2)OCCC3=O)c1,CHEMBL1682818,7.289290434275663,268.31,3.54,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1cccc(COc2ccc3cc(C(=O)NCCn4ccc(=O)c(O)c4C)c(=O)oc3c2)c1,CHEMBL4646565,6.842543231865775,460.49,3.29,0.0,2020,Scientific Literature,0.4167,Article,Eur J Med Chem
Cc1cccc(COc2ccc3occc(=O)c3c2)c1,CHEMBL1945158,7.721246399047171,266.3,3.68,0.0,2012,Scientific Literature,,Article,Eur J Med Chem
Cc1cccc(COc2cccc(/C=C/[N+](=O)[O-])c2)c1,CHEMBL4078645,6.247951552180561,269.3,3.82,0.0,2017,Scientific Literature,0.8333,Article,Eur J Med Chem
Cc1cccc(COc2cccc(Br)c2)c1,CHEMBL4175017,5.703334809738469,277.16,4.34,0.0,2017,Scientific Literature,0.8333,Article,Eur J Med Chem
Cc1cccc(COc2cccc(C=O)c2)c1,CHEMBL4169381,5.536107011014093,226.28,3.39,0.0,2017,Scientific Literature,,Article,J Med Chem
Cc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,CHEMBL589765,6.401209493236885,314.35,0.86,0.0,2010,Scientific Literature,,Article,J Med Chem
Cc1cccc(C[n+]2ccc(COc3ccc4c(C)cc(=O)oc4c3)cc2)c1.[Br-],CHEMBL4205520,5.804100347590766,452.35,4.32,0.0,2017,Scientific Literature,0.4167,Article,Eur J Med Chem
Cc1cccc(Cl)c1C(=O)NCc1ccc(-c2cc[nH]c(=O)c2)cc1,CHEMBL3667538,1.229999999967245,352.82,3.93,0.0,2015,BindingDB Patent Bioactivity Data,0.4167,Article,Eur J Med Chem
Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O,CHEMBL484769,4.380489279161502,437.85,5.73,1.0,2009,Scientific Literature,,Article,Bioorg Med Chem
Cc1cccc(Cl)c1NC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,CHEMBL469571,4.2111955069553515,419.86,5.59,1.0,2009,Scientific Literature,,Article,Eur J Med Chem
Cc1cccc(Cl)c1NC(=O)c1cc2ccccc2oc1=O,CHEMBL469818,4.719649306953994,313.74,4.01,0.0,2009,Scientific Literature,,Article,Eur J Med Chem
Cc1cccc(N2CC(CO)OC2=O)c1,CHEMBL18116,1.229999999967245,207.23,1.31,0.0,2018,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1cccc(NC(=O)/C=C/C=C/c2ccccc2)c1,CHEMBL1830134,5.1771783546968955,263.34,4.2,0.0,2011,Scientific Literature,,Article,Bioorg Med Chem
Cc1cccc(NC(=O)/C=C/c2ccccc2)c1,CHEMBL1830130,5.346787486224656,237.3,3.65,0.0,2011,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1cccc(NC(=O)C/C=C/c2ccccc2)c1,CHEMBL1830138,4.317854923626168,251.33,4.04,0.0,2011,Scientific Literature,,Article,Medchemcomm
Cc1cccc(NC(=O)c2cc3cc(Br)cc(Br)c3oc2=O)c1,CHEMBL3261203,4.66655272550325,437.09,4.88,0.0,2014,Scientific Literature,,Article,Medchemcomm
Cc1cccc(NC(=O)c2cc3cc(C)ccc3oc2=O)c1,CHEMBL494808,8.123782159408357,293.32,3.66,0.0,2017,Scientific Literature,,Patent,
Cc1cccc(NC(=O)c2cc3cc([N+](=O)[O-])ccc3oc2=O)c1,CHEMBL3261209,4.4077121840478695,324.29,3.26,0.0,2014,Scientific Literature,,Article,Bioorg Med Chem
Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,CHEMBL445184,6.126682900531211,279.3,3.35,0.0,2009,Scientific Literature,,Article,Bioorg Med Chem
Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1C,CHEMBL511967,4.738261452647462,293.32,3.66,0.0,2009,Scientific Literature,,Article,Bioorg Med Chem
Cc1cccc(NC(=O)c2coc3ccc(C)cc3c2=O)c1,CHEMBL4094520,7.767003889607846,293.32,3.66,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1cccc(NC(=O)c2coc3ccccc3c2=O)c1,CHEMBL4575130,8.576754126063193,279.3,3.35,0.0,2016,Scientific Literature,,Article,Bioorg Med Chem
Cc1cccc(NC(=O)c2coc3ccccc3c2=O)c1C,CHEMBL4540576,6.2373214362725635,293.32,3.66,0.0,2016,Scientific Literature,,Article,Eur J Med Chem
Cc1cccc(NC(=S)N2N=C(c3ccc(O)cc3)CC2c2cccs2)c1,CHEMBL592446,6.698970004336019,393.54,5.31,1.0,2022,Scientific Literature,,Patent,
Cc1cccc(OCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,CHEMBL2088304,5.910094888560602,314.35,0.86,0.0,2012,Scientific Literature,,Patent,
Cc1cccc(SCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,CHEMBL2088313,4.747146969020107,330.41,1.57,0.0,2012,Scientific Literature,,Patent,
Cc1cccc2cc(-c3ccc(Br)cc3)oc12,CHEMBL4295215,6.022276394711152,287.16,5.17,1.0,2017,Scientific Literature,,Article,Eur J Med Chem
Cc1cccc2cc(-c3ccc(Br)nn3)c(=O)oc12,CHEMBL4202487,5.578396073130169,317.14,3.32,0.0,2017,Scientific Literature,,,
Cc1cccc2cc(-c3ccc(Cl)nn3)c(=O)oc12,CHEMBL4205924,4.643782865780265,272.69,3.21,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1cccc2cc(-c3cccc(Br)c3)oc12,CHEMBL4287271,5.400116927926312,287.16,5.17,1.0,2017,Scientific Literature,,Article,J Med Chem
Cc1cccc2cc(-c3ccccc3)oc12,CHEMBL4292614,4.9694002780340485,208.26,4.41,0.0,2017,Scientific Literature,,Article,J Med Chem
Cc1cccc2cc(-c3ccccc3Br)oc12,CHEMBL4280044,5.014124642691606,287.16,5.17,1.0,2017,Scientific Literature,,Article,Medchemcomm
Cc1cccc2cc(C(=O)NCCn3ccc(=O)c(O)c3C)c(=O)oc12,CHEMBL4632506,6.805485658117533,354.36,1.71,0.0,2020,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1-c1cc(-c2csc3ccccc3c2=O)on1,CHEMBL5566383,6.962573502059376,319.39,4.89,0.0,2024,Scientific Literature,0.08333,Article,RSC Med Chem
Cc1ccccc1-c1cc(C2=CS(=O)(=O)c3ccccc3C2=O)on1,CHEMBL5570896,6.863279432843593,351.38,3.66,0.0,2024,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1ccccc1-c1cc(S(=O)(=O)c2ccc(CN)s2)ccc1S(C)(=O)=O,CHEMBL4594698,1.229999999967245,421.57,3.42,0.0,2020,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem Lett
Cc1ccccc1-c1cc(S(=O)(=O)c2ccc(CN)s2)ccc1S(C)(=O)=O.Cl,CHEMBL4471423,1.229999999967245,458.03,3.42,0.0,2017,SureChEMBL Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1ccccc1-c1cc2c(nn1)-c1ccccc1C2=O,CHEMBL339561,6.219999701663429,272.31,3.66,0.0,2006,Scientific Literature,1.0,Article,J Med Chem
Cc1ccccc1/C=N/Nc1nc(-c2ccc(F)cc2)cs1,CHEMBL1934043,6.721246399047171,311.38,4.7,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1ccccc1C1CC(c2ccc(O)cc2)=NN1C,CHEMBL2417770,4.697236291527018,266.34,3.48,0.0,2013,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1ccccc1C1CC(c2ccc(O)cc2O)=NN1C,CHEMBL2417750,5.690369832574101,282.34,3.19,0.0,2013,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1ccccc1C1CC(c2ccccc2)=NN1C,CHEMBL2417760,6.958607314841775,250.34,3.78,0.0,2013,Scientific Literature,,Article,J Med Chem
Cc1ccccc1C1CC1NC1CCC(N)CC1,CHEMBL3934542,1.229999999967245,244.38,2.71,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1ccccc1C1CC1NC1CCNCC1,CHEMBL5882769,1.229999999967245,230.35,2.19,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1ccccc1CN1CCC(CCNC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC1,CHEMBL4277644,5.142667503568732,490.73,6.73,1.0,2018,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1CN1CCCn2c1nc1c2c(=O)n(C)c(=O)n1C,CHEMBL4558859,1.229999999967245,339.4,1.15,0.0,2019,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1CNC(=O)c1nc2ccc(O)cc2s1,CHEMBL5566090,6.8326826652518236,298.37,3.24,0.0,2024,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1CNC1CC1c1ccc(C(=O)NCc2ccccc2)cc1,CHEMBL5843747,1.229999999967245,370.5,4.57,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1ccccc1COC(=O)c1nn(-c2ccccc2)nc1N,CHEMBL1411671,6.301029995663981,308.34,2.51,0.0,2018,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1C[n+]1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1.[Br-],CHEMBL4210401,5.5003129173815966,452.35,4.32,0.0,2017,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,CHEMBL3261201,5.329754146925876,437.09,4.88,0.0,2014,Scientific Literature,,Article,Medchemcomm
Cc1ccccc1NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,CHEMBL3261207,4.531357331608489,324.29,3.26,0.0,2014,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1ccccc1NC(=O)c1cc2ccccc2oc1=O,CHEMBL3261198,5.528708288941061,279.3,3.35,0.0,2014,Scientific Literature,,Article,Bioorg Med Chem Lett
Cc1ccccc1NC(=O)c1coc2ccccc2c1=O,CHEMBL4557483,6.621602099051862,279.3,3.35,0.0,2016,Scientific Literature,,Article,Eur J Med Chem
Cc1ccccc1NC(=S)N/N=C/c1ccc(-n2nc3c(c2C)N(C)S(=O)(=O)c2ccccc2-3)cc1,CHEMBL4169343,5.504455662453552,516.65,4.62,1.0,2017,Scientific Literature,,Article,Eur J Med Chem
Cc1ccccc1OC/C(=C/F)CN,CHEMBL5199917,8.522878745280337,195.24,2.19,0.0,2022,Scientific Literature,,Article,Eur J Med Chem
Cc1ccnc(CN[C@H]2CC2c2ccccc2)c1,CHEMBL3651104,5.096910013008056,238.33,3.04,0.0,2015,BindingDB Patent Bioactivity Data,,Article,J Med Chem
Cc1ccsc1/C=N/Nc1nc2ccccc2nc1Cc1ccccc1,CHEMBL1258387,3.065501548756432,358.47,5.04,1.0,2010,Scientific Literature,,Article,J Med Chem
Cc1ccsc1CNC1CC1c1ccc(C(=O)NCc2ccccc2)cc1,CHEMBL5894840,1.229999999967245,376.53,4.63,0.0,2017,BindingDB Patent Bioactivity Data,,Article,J Med Chem
Cc1cn(-c2ccc3nc(-c4ccc5c(c4)OCO5)ncc3c2)cn1,CHEMBL3652416,5.0,330.35,3.52,0.0,2014,BindingDB Patent Bioactivity Data,,Article,J Med Chem
Cc1cn(-c2ccc3nc(-c4ccccc4)ncc3c2)cn1,CHEMBL3652412,5.0,286.34,3.79,0.0,2014,BindingDB Patent Bioactivity Data,,Article,J Med Chem
Cc1cnc(CNC(=O)c2ccc(C3CC3NCC3CC3)cc2)cn1,CHEMBL5924292,1.229999999967245,336.44,2.57,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1cnc2c(Cc3ccc(S(=O)(=O)N(C)C)cc3)c(C)n(C/C(F)=C/CN)c2c1,CHEMBL6042973,1.229999999967245,430.55,3.31,0.0,2020,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1cncn1-c1ccc2nc(-c3ccccc3)ncc2c1,CHEMBL3652413,5.0,286.34,3.79,0.0,2014,BindingDB Patent Bioactivity Data,,,
Cc1csc(CNC2CC2c2ccc(C(=O)NCc3ccccc3)cc2)c1,CHEMBL5847918,1.229999999967245,376.53,4.63,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nc(-c2ccc(C3=NCCN3)cc2)no1,CHEMBL4573007,4.401209493236885,228.25,1.39,0.0,2019,Scientific Literature,,Article,Bioorg Med Chem
Cc1nc(-c2cccc(NC(=O)c3cccc(C4CC4NCC4CC4)c3)c2)cs1,CHEMBL5807341,1.229999999967245,403.55,5.23,1.0,2017,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nc(NC(=O)c2sc3cc(F)ccc3c2Cl)c(C)c(C)c1O,CHEMBL5561589,7.267606240177032,364.83,4.97,0.0,2024,Scientific Literature,,Article,Medchemcomm
Cc1ncc(/C=C/c2ccc(CN3CCCCC3)c(O)c2)c(CO)c1O,CHEMBL5195416,5.675717544702307,354.45,3.45,0.0,2022,Scientific Literature,,Article,Bioorg Med Chem
Cc1ncc(/C=C/c2ccc(CN3CCCCC3)c(O)c2)c2c1OC(C)(C)OC2,CHEMBL5188947,5.823908740944319,394.52,4.9,0.0,2022,Scientific Literature,,Article,Bioorg Med Chem
Cc1ncc(/C=C/c2ccc(CN3CCOCC3)c(O)c2)c(CO)c1O,CHEMBL4520144,5.5718652059712115,356.42,2.3,0.0,2019,Scientific Literature,,Article,Bioorg Med Chem
Cc1ncc(/C=C/c2ccc(N3CCN(C)CC3)cc2)c2c1OC(C)(C)OC2,CHEMBL5425678,7.698970004336019,379.5,3.96,0.0,2022,Scientific Literature,,Article,Medchemcomm
Cc1ncc(/C=C/c2ccc(O)cc2)c2c1OC(C)(C)OC2,CHEMBL5397811,8.0,297.35,3.91,0.0,2022,Scientific Literature,,Article,Medchemcomm
Cc1ncc(C#Cc2ccc3c(=O)c(-c4ccc(NS(C)(=O)=O)cc4)coc3c2)n1C,CHEMBL3660731,1.229999999967245,433.49,3.27,0.0,2014,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1ncc(C(=O)NC2CCC(F)(F)CC2)cc1C1CC1N,CHEMBL6026011,4.031517051446065,309.36,2.51,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem Lett
Cc1ncc(C(=O)NC2CCC(F)(F)CC2)cc1C1CC1NCC1CC1,CHEMBL6044125,4.552841968657781,363.45,3.55,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1ncc(NC(=O)c2cccc(C3CC3NC3CCC(F)(F)CC3)c2)s1,CHEMBL6047814,1.229999999967245,391.49,4.73,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1ncc(NC(=O)c2cccc(C3CC3NC3CCC3)c2)s1,CHEMBL5970707,1.229999999967245,327.45,3.7,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1ncc(NC(=O)c2cccc(C3CC3NC3CCOCC3)c2)s1,CHEMBL5774340,1.229999999967245,357.48,3.33,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1ncc(NC(=O)c2cccc(C3CC3NCC3CC3)c2)s1,CHEMBL5915988,1.229999999967245,327.45,3.56,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1ncc(NC(=O)c2cccc(C3CC3NCC3CCOCC3)c2)s1,CHEMBL5858158,1.229999999967245,371.51,3.58,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1ncc(NC(=O)c2cccc([C@@H]3C[C@H]3NC3CCOCC3)c2)s1,CHEMBL3787484,1.229999999967245,357.48,3.33,0.0,2016,Scientific Literature,,Patent,
Cc1ncc(NC(=O)c2csc([C@@H]3C[C@H]3NC3CCOCC3)c2)s1,CHEMBL5770159,1.229999999967245,363.51,3.39,0.0,2019,BindingDB Patent Bioactivity Data,,Patent,
Cc1ncc(NC(=O)c2csc([C@@H]3C[C@H]3NCC3CCOCC3)c2)s1,CHEMBL5746541,4.017728766960431,377.54,3.64,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1ncc(NC(=O)c2csc([C@H]3C[C@H]3NC3CCOCC3)c2)s1,CHEMBL6037840,1.229999999967245,363.51,3.39,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem Lett
Cc1ncc(NC(=O)c2csc([C@H]3C[C@H]3NCC3CCOCC3)c2)s1,CHEMBL6056605,4.017728766960431,377.54,3.64,0.0,2016,BindingDB Patent Bioactivity Data,0.3333,Article,Bioorg Med Chem
Cc1ncc2c(n1)c(Cc1ccc(S(=O)(=O)N(C)C)cc1)c(C)n2C/C(F)=C/CN,CHEMBL5828827,1.229999999967245,431.54,2.7,0.0,2020,BindingDB Patent Bioactivity Data,,Patent,
Cc1ncc2c(n1)c(Cc1ccc(S(C)(=O)=O)cc1)c(C)n2C/C(F)=C/CN,CHEMBL6019244,1.229999999967245,402.5,2.85,0.0,2020,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nccn1-c1ccc2nc(-c3ccccc3)ncc2c1,CHEMBL3652411,5.0,286.34,3.79,0.0,2014,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nn(C)cc1NC(=O)c1cccc(C2CC2NC2CCC(F)(F)CC2)c1,CHEMBL5842299,1.229999999967245,388.46,4.0,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nn(C)cc1NC(=O)c1cccc(C2CC2NCC(C)(C)C)c1,CHEMBL6019021,1.229999999967245,340.47,3.47,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nn(C)cc1NC(=O)c1csc([C@@H]2C[C@H]2NCC2CCOCC2)c1,CHEMBL5842870,1.229999999967245,374.51,2.91,0.0,2019,BindingDB Patent Bioactivity Data,,Patent,
Cc1nn(C)cc1NC(=O)c1csc([C@H]2C[C@H]2NCC2CCOCC2)c1,CHEMBL5753814,1.229999999967245,374.51,2.91,0.0,2016,BindingDB Patent Bioactivity Data,,Patent,
Cc1nn(Cc2nc(-c3cccc(C4=NCCN4)c3)no2)c(=O)c2ccccc12,CHEMBL4464419,4.621602099051862,386.42,2.15,0.0,2019,Scientific Literature,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3N)c(C)s2)s1,CHEMBL5955351,1.229999999967245,294.4,2.28,0.0,2018,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3N)c3ccccc3c2)s1,CHEMBL5957352,1.229999999967245,324.41,3.07,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3N)cc3ccccc23)s1,CHEMBL6012828,4.180456064458132,324.41,3.07,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NC3CCC(F)(F)CC3)ccc2F)s1,CHEMBL5964306,1.229999999967245,410.47,4.26,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NC3CCC3)c(C)s2)s1,CHEMBL5856046,1.229999999967245,348.5,3.47,0.0,2021,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NC3CCC3)ccc2F)s1,CHEMBL5981878,1.229999999967245,346.43,3.24,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NC3CCC3)cs2)s1,CHEMBL5952124,1.229999999967245,334.47,3.16,0.0,2018,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NC3CCN(C4CC4)CC3)cs2)s1,CHEMBL5805727,1.229999999967245,403.58,3.23,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CC3)c(C)s2)s1,CHEMBL5880544,1.229999999967245,348.5,3.32,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CC3)c3ccccc3c2)s1,CHEMBL5863242,1.229999999967245,378.5,4.11,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CC3)ccc2F)s1,CHEMBL6055218,1.229999999967245,346.43,3.09,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CC3)cs2)s1,CHEMBL5915486,1.229999999967245,334.47,3.02,0.0,2019,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CC3)sc2C)s1,CHEMBL5960687,1.229999999967245,348.5,3.32,0.0,2016,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CCOCC3)c(C)s2)s1,CHEMBL6015466,1.229999999967245,392.55,3.34,0.0,2021,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CCOCC3)c3ccccc3c2)s1,CHEMBL5848503,1.229999999967245,422.55,4.12,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CCOCC3)cc3ccccc23)s1,CHEMBL5931269,1.229999999967245,422.55,4.12,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CCOCC3)cs2)s1,CHEMBL5766172,1.229999999967245,378.52,3.03,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Cc1nnc(NC(=O)c2cc(C3CC3NCC3CCOCC3)sc2C)s1,CHEMBL5934359,4.638272163982407,392.55,3.34,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nnc(NC(=O)c2cc(F)ccc2C2CC2NC2CCN(C3CC3)CC2)s1,CHEMBL5848332,1.229999999967245,415.54,3.31,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3N)cs2)s1,CHEMBL5884654,1.229999999967245,280.38,1.97,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NC3CCC3)c(C)s2)s1,CHEMBL3775711,1.229999999967245,348.5,3.47,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NC3CCC3)cs2)s1,CHEMBL3775480,1.229999999967245,334.47,3.16,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Medchemcomm
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NC3CCN(C4CC4)CC3)cs2)s1,CHEMBL5995798,1.229999999967245,403.58,3.23,0.0,2018,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)c(C)s2)s1,CHEMBL3775312,1.229999999967245,348.5,3.32,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)cs2)s1,CHEMBL3775248,1.229999999967245,334.47,3.02,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CC3)sc2C)s1,CHEMBL6042074,1.229999999967245,348.5,3.32,0.0,2018,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CCOCC3)c(C)s2)s1,CHEMBL3774809,1.229999999967245,392.55,3.34,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CCOCC3)cs2)s1,CHEMBL5802229,1.229999999967245,378.52,3.03,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc([C@@H]3C[C@H]3NCC3CCOCC3)sc2C)s1,CHEMBL5928124,4.638272163982407,392.55,3.34,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NC3CCC3)c(C)s2)s1,CHEMBL5987992,1.229999999967245,348.5,3.47,0.0,2019,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NC3CCC3)cs2)s1,CHEMBL5997734,1.229999999967245,334.47,3.16,0.0,2017,BindingDB Patent Bioactivity Data,,Article,J Med Chem
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NC3CCN(C4CC4)CC3)cs2)s1,CHEMBL5914875,1.229999999967245,403.58,3.23,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NCC3CC3)c(C)s2)s1,CHEMBL5797219,1.229999999967245,348.5,3.32,0.0,2017,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NCC3CC3)cs2)s1,CHEMBL5831410,1.229999999967245,334.47,3.02,0.0,2016,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NCC3CCOCC3)c(C)s2)s1,CHEMBL6011057,1.229999999967245,392.55,3.34,0.0,2018,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc([C@H]3C[C@@H]3NCC3CCOCC3)cs2)s1,CHEMBL6065213,1.229999999967245,378.52,3.03,0.0,2018,BindingDB Patent Bioactivity Data,,Patent,
Cc1nnc(NC(=O)c2cc3c(c(C4CC4N)c2)OCC3)s1,CHEMBL5919816,1.229999999967245,316.39,1.85,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2cc3c(c(C4CC4NCC4CC4)c2)OCC3)s1,CHEMBL5797523,1.229999999967245,370.48,2.89,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2ccc(C)c(C3CC3NC3CCOCC3)c2)s1,CHEMBL6058626,1.229999999967245,372.49,3.03,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2ccc(C)c(C3CC3NCC3CC3)c2)s1,CHEMBL5848823,1.229999999967245,342.47,3.26,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2ccc(C3CC3NCC3CC3)s2)s1,CHEMBL6016392,4.045757490560675,334.47,3.02,0.0,2018,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2ccc(F)c(C3CC3NC3CCOCC3)c2)s1,CHEMBL5958160,1.229999999967245,376.46,2.86,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Cc1nnc(NC(=O)c2ccc(F)c(C3CC3NCC3CC3)c2)s1,CHEMBL6025954,1.229999999967245,346.43,3.09,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
